Country_or_Other,Date_Time,NewCases,NewDeaths,NewRecovered
Colombia,2020-06-09 12:41:37.271157,1359.0,64.0,
UAE,2020-06-09 12:41:37.271157,528.0,2.0,
Singapore,2020-06-09 12:41:37.271157,218.0,0.0,
Egypt,2020-06-09 12:41:37.271157,1385.0,35.0,
Portugal,2020-06-09 12:41:37.271157,421.0,7.0,
Kuwait,2020-06-09 12:41:37.271157,630.0,4.0,
Indonesia,2020-06-09 12:41:37.271157,1043.0,40.0,
Switzerland,2020-06-09 12:41:37.271157,16.0,11.0,
Ukraine,2020-06-09 12:41:37.271157,394.0,13.0,
Poland,2020-06-09 12:41:37.271157,400.0,17.0,
Ireland,2020-06-09 12:41:37.271157,8.0,8.0,
Argentina,2020-06-09 12:41:37.271157,1141.0,24.0,
Philippines,2020-06-09 12:41:37.271157,518.0,6.0,
Afghanistan,2020-06-09 12:41:37.271157,542.0,15.0,
Romania,2020-06-09 12:41:37.271157,145.0,15.0,
Dominican Republic,2020-06-09 12:41:37.271157,289.0,5.0,
Oman,2020-06-09 12:41:37.271157,712.0,2.0,
Israel,2020-06-09 12:41:37.271157,148.0,1.0,
Panama,2020-06-09 12:41:37.271157,379.0,5.0,
Japan,2020-06-09 12:41:37.271157,36.0,0.0,
Austria,2020-06-09 12:41:37.271157,11.0,0.0,
Bahrain,2020-06-09 12:41:37.271157,314.0,2.0,
Iraq,2020-06-09 12:41:37.271157,787.0,22.0,
Bolivia,2020-06-09 12:41:37.271157,306.0,10.0,
Armenia,2020-06-09 12:41:37.271157,350.0,6.0,
Nigeria,2020-06-09 12:41:37.271157,663.0,4.0,
Kazakhstan,2020-06-09 12:41:37.271157,215.0,5.0,
Denmark,2020-06-09 12:41:37.271157,39.0,0.0,
Serbia,2020-06-09 12:41:37.271157,69.0,0.0,
S. Korea,2020-06-09 12:41:37.271157,38.0,1.0,
Algeria,2020-06-09 12:41:37.271157,117.0,9.0,
Ghana,2020-06-09 12:41:37.271157,291.0,0.0,
Moldova,2020-06-09 12:41:37.271157,218.0,12.0,
Czechia,2020-06-09 12:41:37.271157,54.0,0.0,
Norway,2020-06-09 12:41:37.271157,15.0,0.0,
Morocco,2020-06-09 12:41:37.271157,135.0,2.0,
Malaysia,2020-06-09 12:41:37.271157,7.0,0.0,
Cameroon,2020-06-09 12:41:37.271157,252.0,0.0,
Azerbaijan,2020-06-09 12:41:37.271157,315.0,5.0,
Guatemala,2020-06-09 12:41:37.271157,447.0,15.0,
Australia,2020-06-09 12:41:37.271157,2.0,0.0,
Finland,2020-06-09 12:41:37.271157,24.0,1.0,
Honduras,2020-06-09 12:41:37.271157,123.0,4.0,
Sudan,2020-06-09 12:41:37.271157,185.0,17.0,
Tajikistan,2020-06-09 12:41:37.271157,81.0,0.0,
Uzbekistan,2020-06-09 12:41:37.271157,80.0,0.0,
Senegal,2020-06-09 12:41:37.271157,89.0,3.0,
Djibouti,2020-06-09 12:41:37.271157,53.0,3.0,
DRC,2020-06-09 12:41:37.271157,153.0,2.0,
Guinea,2020-06-09 12:41:37.271157,42.0,0.0,
Nepal,2020-06-09 12:41:37.271157,324.0,1.0,
Luxembourg,2020-06-09 12:41:37.271157,6.0,0.0,
Hungary,2020-06-09 12:41:37.271157,3.0,2.0,
Ivory Coast,2020-06-09 12:41:37.271157,114.0,0.0,
Haiti,2020-06-09 12:41:37.271157,204.0,3.0,
Gabon,2020-06-09 12:41:37.271157,146.0,0.0,
North Macedonia,2020-06-09 12:41:37.271157,87.0,1.0,
El Salvador,2020-06-09 12:41:37.271157,87.0,3.0,
Thailand,2020-06-09 12:41:37.271157,2.0,0.0,
Greece,2020-06-09 12:41:37.271157,9.0,1.0,
Kenya,2020-06-09 12:41:37.271157,127.0,3.0,
Bulgaria,2020-06-09 12:41:37.271157,79.0,3.0,
Bosnia and Herzegovina,2020-06-09 12:41:37.271157,24.0,0.0,
Venezuela,2020-06-09 12:41:37.271157,159.0,1.0,
Somalia,2020-06-09 12:41:37.271157,48.0,1.0,
Ethiopia,2020-06-09 12:41:37.271157,180.0,5.0,
Croatia,2020-06-09 12:41:37.271157,0.0,2.0,
Cuba,2020-06-09 12:41:37.271157,5.0,0.0,
Mayotte,2020-06-09 12:41:37.271157,24.0,3.0,
Kyrgyzstan,2020-06-09 12:41:37.271157,23.0,1.0,
Estonia,2020-06-09 12:41:37.271157,7.0,0.0,
Maldives,2020-06-09 12:41:37.271157,26.0,0.0,
Sri Lanka,2020-06-09 12:41:37.271157,2.0,0.0,
CAR,2020-06-09 12:41:37.271157,0.0,0.0,
Iceland,2020-06-09 12:41:37.271157,0.0,0.0,
Lithuania,2020-06-09 12:41:37.271157,7.0,1.0,
South Sudan,2020-06-09 12:41:37.271157,0.0,0.0,
Mali,2020-06-09 12:41:37.271157,39.0,2.0,
Slovakia,2020-06-09 12:41:37.271157,1.0,0.0,
New Zealand,2020-06-09 12:41:37.271157,0.0,0.0,
Slovenia,2020-06-09 12:41:37.271157,1.0,0.0,
Nicaragua,2020-06-09 12:41:37.271157,346.0,9.0,
Guinea-Bissau,2020-06-09 12:41:37.271157,0.0,0.0,
Costa Rica,2020-06-09 12:41:37.271157,33.0,1.0,
Lebanon,2020-06-09 12:41:37.271157,18.0,0.0,
Equatorial Guinea,2020-06-09 12:41:37.271157,0.0,0.0,
Albania,2020-06-09 12:41:37.271157,36.0,0.0,
Zambia,2020-06-09 12:41:37.271157,0.0,0.0,
Paraguay,2020-06-09 12:41:37.271157,42.0,0.0,
Mauritania,2020-06-09 12:41:37.271157,58.0,2.0,
Madagascar,2020-06-09 12:41:37.271157,44.0,0.0,
Hong Kong,2020-06-09 12:41:37.271157,0.0,0.0,
Latvia,2020-06-09 12:41:37.271157,1.0,0.0,
Tunisia,2020-06-09 12:41:37.271157,0.0,0.0,
Sierra Leone,2020-06-09 12:41:37.271157,24.0,1.0,
Niger,2020-06-09 12:41:37.271157,1.0,0.0,
Cyprus,2020-06-09 12:41:37.271157,2.0,0.0,
Burkina Faso,2020-06-09 12:41:37.271157,1.0,0.0,
Andorra,2020-06-09 12:41:37.271157,0.0,0.0,
Uruguay,2020-06-09 12:41:37.271157,1.0,0.0,
Jordan,2020-06-09 12:41:37.271157,14.0,0.0,
Chad,2020-06-09 12:41:37.271157,5.0,1.0,
Georgia,2020-06-09 12:41:37.271157,6.0,0.0,
French Guiana,2020-06-09 12:41:37.271157,44.0,0.0,
Congo,2020-06-09 12:41:37.271157,45.0,2.0,
Diamond Princess,2020-06-09 12:41:37.271157,0.0,0.0,
San Marino,2020-06-09 12:41:37.271157,1.0,0.0,
Uganda,2020-06-09 12:41:37.271157,11.0,0.0,
Malta,2020-06-09 12:41:37.271157,2.0,0.0,
Jamaica,2020-06-09 12:41:37.271157,1.0,0.0,
Cabo Verde,2020-06-09 12:41:37.271157,18.0,0.0,
Channel Islands,2020-06-09 12:41:37.271157,1.0,2.0,
Yemen,2020-06-09 12:41:37.271157,28.0,15.0,
Sao Tome and Principe,2020-06-09 12:41:37.271157,1.0,0.0,
Tanzania,2020-06-09 12:41:37.271157,0.0,0.0,
Togo,2020-06-09 12:41:37.271157,4.0,0.0,
Palestine,2020-06-09 12:41:37.271157,8.0,0.0,
Réunion,2020-06-09 12:41:37.271157,0.0,0.0,
Rwanda,2020-06-09 12:41:37.271157,12.0,0.0,
Malawi,2020-06-09 12:41:37.271157,12.0,0.0,
Mozambique,2020-06-09 12:41:37.271157,20.0,0.0,
Taiwan,2020-06-09 12:41:37.271157,0.0,0.0,
Liberia,2020-06-09 12:41:37.271157,13.0,1.0,
Eswatini,2020-06-09 12:41:37.271157,31.0,0.0,
Libya,2020-06-09 12:41:37.271157,27.0,0.0,
Mauritius,2020-06-09 12:41:37.271157,0.0,0.0,
Isle of Man,2020-06-09 12:41:37.271157,0.0,0.0,
Vietnam,2020-06-09 12:41:37.271157,0.0,0.0,
Montenegro,2020-06-09 12:41:37.271157,0.0,0.0,
Zimbabwe,2020-06-09 12:41:37.271157,27.0,0.0,
Benin,2020-06-09 12:41:37.271157,17.0,0.0,
Myanmar,2020-06-09 12:41:37.271157,2.0,0.0,
Martinique,2020-06-09 12:41:37.271157,0.0,0.0,
Mongolia,2020-06-09 12:41:37.271157,0.0,0.0,
Faeroe Islands,2020-06-09 12:41:37.271157,0.0,0.0,
Cayman Islands,2020-06-09 12:41:37.271157,5.0,0.0,
Gibraltar,2020-06-09 12:41:37.271157,0.0,0.0,
Guadeloupe,2020-06-09 12:41:37.271157,0.0,0.0,
Guyana,2020-06-09 12:41:37.271157,2.0,0.0,
Syria,2020-06-09 12:41:37.271157,2.0,0.0,
Bermuda,2020-06-09 12:41:37.271157,0.0,0.0,
Brunei,2020-06-09 12:41:37.271157,0.0,0.0,
Comoros,2020-06-09 12:41:37.271157,0.0,0.0,
Suriname,2020-06-09 12:41:37.271157,9.0,0.0,
Cambodia,2020-06-09 12:41:37.271157,0.0,0.0,
Trinidad and Tobago,2020-06-09 12:41:37.271157,0.0,0.0,
Bahamas,2020-06-09 12:41:37.271157,0.0,0.0,
Aruba,2020-06-09 12:41:37.271157,0.0,0.0,
Monaco,2020-06-09 12:41:37.271157,0.0,0.0,
Angola,2020-06-09 12:41:37.271157,4.0,0.0,
Barbados,2020-06-09 12:41:37.271157,0.0,0.0,
Burundi,2020-06-09 12:41:37.271157,0.0,0.0,
Liechtenstein,2020-06-09 12:41:37.271157,0.0,0.0,
Sint Maarten,2020-06-09 12:41:37.271157,0.0,0.0,
French Polynesia,2020-06-09 12:41:37.271157,0.0,0.0,
Bhutan,2020-06-09 12:41:37.271157,0.0,0.0,
Macao,2020-06-09 12:41:37.271157,0.0,0.0,
Botswana,2020-06-09 12:41:37.271157,0.0,0.0,
Saint Martin,2020-06-09 12:41:37.271157,0.0,0.0,
Eritrea,2020-06-09 12:41:37.271157,0.0,0.0,
Namibia,2020-06-09 12:41:37.271157,0.0,0.0,
Gambia,2020-06-09 12:41:37.271157,0.0,0.0,
St. Vincent Grenadines,2020-06-09 12:41:37.271157,0.0,0.0,
Antigua and Barbuda,2020-06-09 12:41:37.271157,0.0,0.0,
Timor-Leste,2020-06-09 12:41:37.271157,0.0,0.0,
Grenada,2020-06-09 12:41:37.271157,0.0,0.0,
Curaçao,2020-06-09 12:41:37.271157,0.0,0.0,
New Caledonia,2020-06-09 12:41:37.271157,1.0,0.0,
Belize,2020-06-09 12:41:37.271157,1.0,0.0,
Laos,2020-06-09 12:41:37.271157,0.0,0.0,
Saint Lucia,2020-06-09 12:41:37.271157,0.0,0.0,
Dominica,2020-06-09 12:41:37.271157,0.0,0.0,
Fiji,2020-06-09 12:41:37.271157,0.0,0.0,
Saint Kitts and Nevis,2020-06-09 12:41:37.271157,0.0,0.0,
Falkland Islands,2020-06-09 12:41:37.271157,0.0,0.0,
Greenland,2020-06-09 12:41:37.271157,0.0,0.0,
Turks and Caicos,2020-06-09 12:41:37.271157,0.0,0.0,
Vatican City,2020-06-09 12:41:37.271157,0.0,0.0,
Montserrat,2020-06-09 12:41:37.271157,0.0,0.0,
Seychelles,2020-06-09 12:41:37.271157,0.0,0.0,
MS Zaandam,2020-06-09 12:41:37.271157,0.0,0.0,
Western Sahara,2020-06-09 12:41:37.271157,0.0,0.0,
British Virgin Islands,2020-06-09 12:41:37.271157,0.0,0.0,
Papua New Guinea,2020-06-09 12:41:37.271157,0.0,0.0,
Caribbean Netherlands,2020-06-09 12:41:37.271157,0.0,0.0,
St. Barth,2020-06-09 12:41:37.271157,0.0,0.0,
Lesotho,2020-06-09 12:41:37.271157,0.0,0.0,
Anguilla,2020-06-09 12:41:37.271157,0.0,0.0,
Saint Pierre Miquelon,2020-06-09 12:41:37.271157,0.0,0.0,
China,2020-06-07 12:19:49.872516,6.0,0.0,
USA,2020-06-07 12:19:49.872516,18905.0,373.0,
Brazil,2020-06-07 12:19:49.872516,18375.0,542.0,
Russia,2020-06-07 12:19:49.872516,8984.0,134.0,
Spain,2020-06-07 12:19:49.872516,240.0,1.0,
UK,2020-06-07 12:19:49.872516,1326.0,77.0,
India,2020-06-07 12:19:49.872516,10864.0,261.0,
Italy,2020-06-07 12:19:49.872516,197.0,53.0,
Peru,2020-06-07 12:19:49.872516,4757.0,164.0,
Germany,2020-06-07 12:19:49.872516,173.0,7.0,
Iran,2020-06-07 12:19:49.872516,2364.0,72.0,
Turkey,2020-06-07 12:19:49.872516,914.0,23.0,
France,2020-06-07 12:19:49.872516,343.0,13.0,
Chile,2020-06-07 12:19:49.872516,6405.0,649.0,
Mexico,2020-06-07 12:19:49.872516,3593.0,341.0,
Saudi Arabia,2020-06-07 12:19:49.872516,3045.0,36.0,
Pakistan,2020-06-07 12:19:49.872516,4960.0,67.0,
Canada,2020-06-07 12:19:49.872516,642.0,27.0,
Qatar,2020-06-07 12:19:49.872516,1595.0,3.0,
Bangladesh,2020-06-07 12:19:49.872516,2743.0,42.0,
Belgium,2020-06-07 12:19:49.872516,154.0,15.0,
Belarus,2020-06-07 12:19:49.872516,879.0,6.0,
South Africa,2020-06-07 12:19:49.872516,2312.0,46.0,
Netherlands,2020-06-07 12:19:49.872516,239.0,2.0,
Sweden,2020-06-07 12:19:49.872516,81.0,3.0,
Ecuador,2020-06-07 12:19:49.872516,392.0,13.0,
Colombia,2020-06-07 12:19:49.872516,1209.0,54.0,
UAE,2020-06-07 12:19:49.872516,540.0,1.0,
Singapore,2020-06-07 12:19:49.872516,383.0,0.0,
Portugal,2020-06-07 12:19:49.872516,342.0,5.0,
Egypt,2020-06-07 12:19:49.872516,1467.0,39.0,
Kuwait,2020-06-07 12:19:49.872516,717.0,10.0,
Indonesia,2020-06-07 12:19:49.872516,672.0,50.0,
Switzerland,2020-06-07 12:19:49.872516,9.0,0.0,
Ukraine,2020-06-07 12:19:49.872516,485.0,11.0,
Poland,2020-06-07 12:19:49.872516,575.0,4.0,
Ireland,2020-06-07 12:19:49.872516,18.0,1.0,
Argentina,2020-06-07 12:19:49.872516,774.0,16.0,
Philippines,2020-06-07 12:19:49.872516,555.0,9.0,
Romania,2020-06-07 12:19:49.872516,189.0,11.0,
Afghanistan,2020-06-07 12:19:49.872516,791.0,30.0,
Dominican Republic,2020-06-07 12:19:49.872516,405.0,2.0,
Israel,2020-06-07 12:19:49.872516,111.0,3.0,
Japan,2020-06-07 12:19:49.872516,38.0,2.0,
Austria,2020-06-07 12:19:49.872516,4.0,0.0,
Oman,2020-06-07 12:19:49.872516,866.0,3.0,
Panama,2020-06-07 12:19:49.872516,421.0,7.0,
Bahrain,2020-06-07 12:19:49.872516,380.0,2.0,
Bolivia,2020-06-07 12:19:49.872516,630.0,27.0,
Armenia,2020-06-07 12:19:49.872516,766.0,10.0,
Kazakhstan,2020-06-07 12:19:49.872516,183.0,0.0,
Nigeria,2020-06-07 12:19:49.872516,253.0,12.0,
Iraq,2020-06-07 12:19:49.872516,1268.0,28.0,
Denmark,2020-06-07 12:19:49.872516,24.0,2.0,
Serbia,2020-06-07 12:19:49.872516,82.0,1.0,
S. Korea,2020-06-07 12:19:49.872516,57.0,0.0,
Algeria,2020-06-07 12:19:49.872516,104.0,9.0,
Moldova,2020-06-07 12:19:49.872516,189.0,10.0,
Ghana,2020-06-07 12:19:49.872516,176.0,0.0,
Czechia,2020-06-07 12:19:49.872516,61.0,0.0,
Norway,2020-06-07 12:19:49.872516,16.0,0.0,
Malaysia,2020-06-07 12:19:49.872516,19.0,0.0,
Morocco,2020-06-07 12:19:49.872516,73.0,0.0,
Cameroon,2020-06-07 12:19:49.872516,309.0,0.0,
Azerbaijan,2020-06-07 12:19:49.872516,314.0,4.0,
Australia,2020-06-07 12:19:49.872516,5.0,0.0,
Finland,2020-06-07 12:19:49.872516,17.0,1.0,
Guatemala,2020-06-07 12:19:49.872516,307.0,14.0,
Honduras,2020-06-07 12:19:49.872516,184.0,2.0,
Sudan,2020-06-07 12:19:49.872516,0.0,0.0,
Tajikistan,2020-06-07 12:19:49.872516,76.0,0.0,
Uzbekistan,2020-06-07 12:19:49.872516,237.0,0.0,
Senegal,2020-06-07 12:19:49.872516,79.0,2.0,
Djibouti,2020-06-07 12:19:49.872516,38.0,2.0,
Guinea,2020-06-07 12:19:49.872516,0.0,0.0,
Luxembourg,2020-06-07 12:19:49.872516,4.0,0.0,
DRC,2020-06-07 12:19:49.872516,138.0,3.0,
Hungary,2020-06-07 12:19:49.872516,18.0,1.0,
Ivory Coast,2020-06-07 12:19:49.872516,182.0,0.0,
Nepal,2020-06-07 12:19:49.872516,213.0,0.0,
Thailand,2020-06-07 12:19:49.872516,8.0,0.0,
Gabon,2020-06-07 12:19:49.872516,0.0,0.0,
Haiti,2020-06-07 12:19:49.872516,0.0,0.0,
North Macedonia,2020-06-07 12:19:49.872516,110.0,2.0,
El Salvador,2020-06-07 12:19:49.872516,81.0,0.0,
Greece,2020-06-07 12:19:49.872516,17.0,0.0,
Kenya,2020-06-07 12:19:49.872516,167.0,1.0,
Bulgaria,2020-06-07 12:19:49.872516,43.0,0.0,
Bosnia and Herzegovina,2020-06-07 12:19:49.872516,0.0,0.0,
Venezuela,2020-06-07 12:19:49.872516,61.0,0.0,
Somalia,2020-06-07 12:19:49.872516,45.0,1.0,
Croatia,2020-06-07 12:19:49.872516,0.0,0.0,
Cuba,2020-06-07 12:19:49.872516,18.0,0.0,
Mayotte,2020-06-07 12:19:49.872516,0.0,0.0,
Ethiopia,2020-06-07 12:19:49.872516,86.0,7.0,
Kyrgyzstan,2020-06-07 12:19:49.872516,33.0,0.0,
Estonia,2020-06-07 12:19:49.872516,8.0,0.0,
Maldives,2020-06-07 12:19:49.872516,2.0,0.0,
Sri Lanka,2020-06-07 12:19:49.872516,21.0,0.0,
Iceland,2020-06-07 12:19:49.872516,1.0,0.0,
Lithuania,2020-06-07 12:19:49.872516,9.0,0.0,
CAR,2020-06-07 12:19:49.872516,64.0,0.0,
Mali,2020-06-07 12:19:49.872516,10.0,0.0,
Slovakia,2020-06-07 12:19:49.872516,0.0,0.0,
New Zealand,2020-06-07 12:19:49.872516,0.0,0.0,
Slovenia,2020-06-07 12:19:49.872516,1.0,0.0,
Guinea-Bissau,2020-06-07 12:19:49.872516,0.0,0.0,
Lebanon,2020-06-07 12:19:49.872516,11.0,1.0,
Costa Rica,2020-06-07 12:19:49.872516,55.0,0.0,
South Sudan,2020-06-07 12:19:49.872516,323.0,4.0,
Equatorial Guinea,2020-06-07 12:19:49.872516,0.0,0.0,
Albania,2020-06-07 12:19:49.872516,14.0,0.0,
Paraguay,2020-06-07 12:19:49.872516,45.0,0.0,
Nicaragua,2020-06-07 12:19:49.872516,0.0,0.0,
Hong Kong,2020-06-07 12:19:49.872516,1.0,0.0,
Zambia,2020-06-07 12:19:49.872516,0.0,0.0,
Latvia,2020-06-07 12:19:49.872516,2.0,0.0,
Tunisia,2020-06-07 12:19:49.872516,0.0,0.0,
Madagascar,2020-06-07 12:19:49.872516,26.0,1.0,
Mauritania,2020-06-07 12:19:49.872516,102.0,6.0,
Niger,2020-06-07 12:19:49.872516,3.0,0.0,
Sierra Leone,2020-06-07 12:19:49.872516,23.0,0.0,
Cyprus,2020-06-07 12:19:49.872516,4.0,0.0,
Burkina Faso,2020-06-07 12:19:49.872516,1.0,0.0,
Andorra,2020-06-07 12:19:49.872516,0.0,0.0,
Uruguay,2020-06-07 12:19:49.872516,0.0,0.0,
Chad,2020-06-07 12:19:49.872516,1.0,0.0,
Georgia,2020-06-07 12:19:49.872516,1.0,0.0,
Jordan,2020-06-07 12:19:49.872516,13.0,0.0,
Diamond Princess,2020-06-07 12:19:49.872516,0.0,0.0,
French Guiana,2020-06-07 12:19:49.872516,50.0,0.0,
Congo,2020-06-07 12:19:49.872516,0.0,0.0,
San Marino,2020-06-07 12:19:49.872516,0.0,0.0,
Malta,2020-06-07 12:19:49.872516,2.0,0.0,
Uganda,2020-06-07 12:19:49.872516,23.0,0.0,
Jamaica,2020-06-07 12:19:49.872516,1.0,0.0,
Channel Islands,2020-06-07 12:19:49.872516,0.0,0.0,
Cabo Verde,2020-06-07 12:19:49.872516,12.0,0.0,
Sao Tome and Principe,2020-06-07 12:19:49.872516,14.0,0.0,
Tanzania,2020-06-07 12:19:49.872516,0.0,0.0,
Togo,2020-06-07 12:19:49.872516,8.0,0.0,
Yemen,2020-06-07 12:19:49.872516,2.0,1.0,
Réunion,2020-06-07 12:19:49.872516,0.0,0.0,
Palestine,2020-06-07 12:19:49.872516,8.0,0.0,
Taiwan,2020-06-07 12:19:49.872516,0.0,0.0,
Rwanda,2020-06-07 12:19:49.872516,8.0,0.0,
Malawi,2020-06-07 12:19:49.872516,29.0,0.0,
Mozambique,2020-06-07 12:19:49.872516,15.0,0.0,
Liberia,2020-06-07 12:19:49.872516,14.0,0.0,
Mauritius,2020-06-07 12:19:49.872516,0.0,0.0,
Isle of Man,2020-06-07 12:19:49.872516,0.0,0.0,
Eswatini,2020-06-07 12:19:49.872516,11.0,0.0,
Vietnam,2020-06-07 12:19:49.872516,0.0,0.0,
Montenegro,2020-06-07 12:19:49.872516,0.0,0.0,
Zimbabwe,2020-06-07 12:19:49.872516,3.0,0.0,
Benin,2020-06-07 12:19:49.872516,0.0,0.0,
Libya,2020-06-07 12:19:49.872516,0.0,0.0,
Myanmar,2020-06-07 12:19:49.872516,2.0,0.0,
Martinique,2020-06-07 12:19:49.872516,0.0,0.0,
Mongolia,2020-06-07 12:19:49.872516,0.0,0.0,
Faeroe Islands,2020-06-07 12:19:49.872516,0.0,0.0,
Gibraltar,2020-06-07 12:19:49.872516,1.0,0.0,
Guadeloupe,2020-06-07 12:19:49.872516,0.0,0.0,
Cayman Islands,2020-06-07 12:19:49.872516,0.0,0.0,
Guyana,2020-06-07 12:19:49.872516,0.0,0.0,
Bermuda,2020-06-07 12:19:49.872516,0.0,0.0,
Syria,2020-06-07 12:19:49.872516,16.0,0.0,
Brunei,2020-06-07 12:19:49.872516,0.0,0.0,
Comoros,2020-06-07 12:19:49.872516,0.0,0.0,
Cambodia,2020-06-07 12:19:49.872516,1.0,0.0,
Suriname,2020-06-07 12:19:49.872516,22.0,0.0,
Trinidad and Tobago,2020-06-07 12:19:49.872516,0.0,0.0,
Bahamas,2020-06-07 12:19:49.872516,0.0,0.0,
Aruba,2020-06-07 12:19:49.872516,0.0,0.0,
Monaco,2020-06-07 12:19:49.872516,0.0,0.0,
Barbados,2020-06-07 12:19:49.872516,0.0,0.0,
Angola,2020-06-07 12:19:49.872516,3.0,0.0,
Burundi,2020-06-07 12:19:49.872516,0.0,0.0,
Liechtenstein,2020-06-07 12:19:49.872516,0.0,0.0,
Sint Maarten,2020-06-07 12:19:49.872516,0.0,0.0,
French Polynesia,2020-06-07 12:19:49.872516,0.0,0.0,
Bhutan,2020-06-07 12:19:49.872516,0.0,0.0,
Macao,2020-06-07 12:19:49.872516,0.0,0.0,
Saint Martin,2020-06-07 12:19:49.872516,0.0,0.0,
Botswana,2020-06-07 12:19:49.872516,0.0,0.0,
Eritrea,2020-06-07 12:19:49.872516,0.0,0.0,
Namibia,2020-06-07 12:19:49.872516,0.0,0.0,
St. Vincent Grenadines,2020-06-07 12:19:49.872516,1.0,0.0,
Antigua and Barbuda,2020-06-07 12:19:49.872516,0.0,0.0,
Gambia,2020-06-07 12:19:49.872516,0.0,0.0,
Timor-Leste,2020-06-07 12:19:49.872516,0.0,0.0,
Grenada,2020-06-07 12:19:49.872516,0.0,0.0,
Curaçao,2020-06-07 12:19:49.872516,0.0,0.0,
New Caledonia,2020-06-07 12:19:49.872516,0.0,0.0,
Belize,2020-06-07 12:19:49.872516,0.0,0.0,
Laos,2020-06-07 12:19:49.872516,0.0,0.0,
Saint Lucia,2020-06-07 12:19:49.872516,0.0,0.0,
Dominica,2020-06-07 12:19:49.872516,0.0,0.0,
Fiji,2020-06-07 12:19:49.872516,0.0,0.0,
Saint Kitts and Nevis,2020-06-07 12:19:49.872516,0.0,0.0,
Falkland Islands,2020-06-07 12:19:49.872516,0.0,0.0,
Greenland,2020-06-07 12:19:49.872516,0.0,0.0,
Turks and Caicos,2020-06-07 12:19:49.872516,0.0,0.0,
Vatican City,2020-06-07 12:19:49.872516,0.0,0.0,
Montserrat,2020-06-07 12:19:49.872516,0.0,0.0,
Seychelles,2020-06-07 12:19:49.872516,0.0,0.0,
MS Zaandam,2020-06-07 12:19:49.872516,0.0,0.0,
Western Sahara,2020-06-07 12:19:49.872516,0.0,0.0,
British Virgin Islands,2020-06-07 12:19:49.872516,0.0,0.0,
Papua New Guinea,2020-06-07 12:19:49.872516,0.0,0.0,
Caribbean Netherlands,2020-06-07 12:19:49.872516,0.0,0.0,
St. Barth,2020-06-07 12:19:49.872516,0.0,0.0,
Lesotho,2020-06-07 12:19:49.872516,0.0,0.0,
Anguilla,2020-06-07 12:19:49.872516,0.0,0.0,
Saint Pierre Miquelon,2020-06-07 12:19:49.872516,0.0,0.0,
China,2020-06-05 10:17:25.059468,5.0,0.0,
USA,2020-06-05 10:17:25.059468,25393.0,975.0,
Brazil,2020-06-05 10:17:25.059468,30136.0,1008.0,
Russia,2020-06-05 10:17:25.059468,8726.0,144.0,
Spain,2020-06-05 10:17:25.059468,318.0,1.0,
UK,2020-06-05 10:17:25.059468,1650.0,357.0,
India,2020-06-05 10:17:25.059468,9471.0,286.0,
Italy,2020-06-05 10:17:25.059468,518.0,85.0,
Peru,2020-06-05 10:17:25.059468,4202.0,131.0,
Germany,2020-06-05 10:17:25.059468,491.0,27.0,
Turkey,2020-06-05 10:17:25.059468,930.0,18.0,
Iran,2020-06-05 10:17:25.059468,2886.0,63.0,
France,2020-06-05 10:17:25.059468,611.0,46.0,
Chile,2020-06-05 10:17:25.059468,4207.0,92.0,
Mexico,2020-06-05 10:17:25.059468,4442.0,816.0,
Saudi Arabia,2020-06-05 10:17:25.059468,2591.0,31.0,
Canada,2020-06-05 10:17:25.059468,609.0,66.0,
Pakistan,2020-06-05 10:17:25.059468,3985.0,68.0,
Qatar,2020-06-05 10:17:25.059468,1754.0,4.0,
Bangladesh,2020-06-05 10:17:25.059468,2828.0,30.0,
Belgium,2020-06-05 10:17:25.059468,140.0,18.0,
Netherlands,2020-06-05 10:17:25.059468,210.0,15.0,
Belarus,2020-06-05 10:17:25.059468,887.0,6.0,
South Africa,2020-06-05 10:17:25.059468,2642.0,60.0,
Sweden,2020-06-05 10:17:25.059468,1056.0,77.0,
Ecuador,2020-06-05 10:17:25.059468,609.0,48.0,
UAE,2020-06-05 10:17:25.059468,624.0,1.0,
Singapore,2020-06-05 10:17:25.059468,261.0,0.0,
Colombia,2020-06-05 10:17:25.059468,1515.0,58.0,
Portugal,2020-06-05 10:17:25.059468,377.0,10.0,
Egypt,2020-06-05 10:17:25.059468,1348.0,40.0,
Switzerland,2020-06-05 10:17:25.059468,23.0,0.0,
Kuwait,2020-06-05 10:17:25.059468,723.0,8.0,
Indonesia,2020-06-05 10:17:25.059468,703.0,49.0,
Ukraine,2020-06-05 10:17:25.059468,553.0,15.0,
Poland,2020-06-05 10:17:25.059468,362.0,20.0,
Ireland,2020-06-05 10:17:25.059468,21.0,6.0,
Argentina,2020-06-05 10:17:25.059468,840.0,24.0,
Philippines,2020-06-05 10:17:25.059468,244.0,3.0,
Romania,2020-06-05 10:17:25.059468,196.0,11.0,
Afghanistan,2020-06-05 10:17:25.059468,915.0,9.0,
Dominican Republic,2020-06-05 10:17:25.059468,389.0,5.0,
Israel,2020-06-05 10:17:25.059468,67.0,0.0,
Japan,2020-06-05 10:17:25.059468,46.0,4.0,
Austria,2020-06-05 10:17:25.059468,38.0,2.0,
Panama,2020-06-05 10:17:25.059468,419.0,7.0,
Oman,2020-06-05 10:17:25.059468,770.0,5.0,
