Country_or_Other,Date_Time,NewCases,NewDeaths,NewRecovered
China,2020-06-24 12:57:47.596374,12.0,0.0,
USA,2020-06-24 12:57:47.596374,38386.0,808.0,
Brazil,2020-06-24 12:57:47.596374,40995.0,1103.0,
Russia,2020-06-24 12:57:47.596374,7176.0,154.0,
India,2020-06-24 12:57:47.596374,16870.0,424.0,
UK,2020-06-24 12:57:47.596374,652.0,154.0,
Spain,2020-06-24 12:57:47.596374,334.0,2.0,
Peru,2020-06-24 12:57:47.596374,3879.0,182.0,
Chile,2020-06-24 12:57:47.596374,3649.0,226.0,
Italy,2020-06-24 12:57:47.596374,190.0,30.0,
Iran,2020-06-24 12:57:47.596374,2531.0,133.0,
Germany,2020-06-24 12:57:47.596374,476.0,17.0,
Turkey,2020-06-24 12:57:47.596374,1492.0,24.0,
Mexico,2020-06-24 12:57:47.596374,6288.0,793.0,
Pakistan,2020-06-24 12:57:47.596374,3892.0,60.0,
Saudi Arabia,2020-06-24 12:57:47.596374,3123.0,41.0,
France,2020-06-24 12:57:47.596374,81.0,11.0,
Bangladesh,2020-06-24 12:57:47.596374,3462.0,37.0,
South Africa,2020-06-24 12:57:47.596374,5688.0,103.0,
Canada,2020-06-24 12:57:47.596374,279.0,30.0,
Qatar,2020-06-24 12:57:47.596374,1199.0,5.0,
Colombia,2020-06-24 12:57:47.596374,3541.0,87.0,
Sweden,2020-06-24 12:57:47.596374,343.0,48.0,
Belgium,2020-06-24 12:57:47.596374,88.0,9.0,
Belarus,2020-06-24 12:57:47.596374,458.0,5.0,
Egypt,2020-06-24 12:57:47.596374,1420.0,85.0,
Ecuador,2020-06-24 12:57:47.596374,0.0,0.0,
Argentina,2020-06-24 12:57:47.596374,2648.0,38.0,
Netherlands,2020-06-24 12:57:47.596374,82.0,2.0,
Indonesia,2020-06-24 12:57:47.596374,1113.0,38.0,
UAE,2020-06-24 12:57:47.596374,450.0,2.0,
Singapore,2020-06-24 12:57:47.596374,191.0,0.0,
Kuwait,2020-06-24 12:57:47.596374,846.0,3.0,
Portugal,2020-06-24 12:57:47.596374,367.0,3.0,
Ukraine,2020-06-24 12:57:47.596374,940.0,16.0,
Iraq,2020-06-24 12:57:47.596374,2200.0,79.0,
Oman,2020-06-24 12:57:47.596374,1142.0,2.0,
Poland,2020-06-24 12:57:47.596374,294.0,21.0,
Philippines,2020-06-24 12:57:47.596374,470.0,18.0,
Switzerland,2020-06-24 12:57:47.596374,44.0,2.0,
Afghanistan,2020-06-24 12:57:47.596374,159.0,21.0,
Dominican Republic,2020-06-24 12:57:47.596374,695.0,16.0,
Panama,2020-06-24 12:57:47.596374,716.0,11.0,
Bolivia,2020-06-24 12:57:47.596374,896.0,26.0,
Ireland,2020-06-24 12:57:47.596374,5.0,6.0,
Romania,2020-06-24 12:57:47.596374,321.0,16.0,
Bahrain,2020-06-24 12:57:47.596374,508.0,2.0,
Israel,2020-06-24 12:57:47.596374,532.0,0.0,
Nigeria,2020-06-24 12:57:47.596374,649.0,9.0,
Armenia,2020-06-24 12:57:47.596374,711.0,14.0,
Kazakhstan,2020-06-24 12:57:47.596374,534.0,2.0,
Japan,2020-06-24 12:57:47.596374,56.0,8.0,
Austria,2020-06-24 12:57:47.596374,41.0,0.0,
Moldova,2020-06-24 12:57:47.596374,364.0,5.0,
Ghana,2020-06-24 12:57:47.596374,445.0,0.0,
Guatemala,2020-06-24 12:57:47.596374,771.0,35.0,
Azerbaijan,2020-06-24 12:57:47.596374,590.0,7.0,
Honduras,2020-06-24 12:57:47.596374,587.0,10.0,
Serbia,2020-06-24 12:57:47.596374,143.0,0.0,
Denmark,2020-06-24 12:57:47.596374,54.0,0.0,
Cameroon,2020-06-24 12:57:47.596374,322.0,0.0,
S. Korea,2020-06-24 12:57:47.596374,51.0,0.0,
Algeria,2020-06-24 12:57:47.596374,172.0,8.0,
Morocco,2020-06-24 12:57:47.596374,563.0,2.0,
Czechia,2020-06-24 12:57:47.596374,127.0,4.0,
Nepal,2020-06-24 12:57:47.596374,629.0,0.0,
Sudan,2020-06-24 12:57:47.596374,0.0,0.0,
Norway,2020-06-24 12:57:47.596374,16.0,1.0,
Malaysia,2020-06-24 12:57:47.596374,6.0,0.0,
Ivory Coast,2020-06-24 12:57:47.596374,260.0,0.0,
Australia,2020-06-24 12:57:47.596374,29.0,1.0,
Finland,2020-06-24 12:57:47.596374,12.0,0.0,
Uzbekistan,2020-06-24 12:57:47.596374,239.0,0.0,
DRC,2020-06-24 12:57:47.596374,186.0,7.0,
Senegal,2020-06-24 12:57:47.596374,95.0,4.0,
Tajikistan,2020-06-24 12:57:47.596374,63.0,0.0,
North Macedonia,2020-06-24 12:57:47.596374,134.0,8.0,
Haiti,2020-06-24 12:57:47.596374,113.0,1.0,
Kenya,2020-06-24 12:57:47.596374,254.0,2.0,
Guinea,2020-06-24 12:57:47.596374,134.0,1.0,
El Salvador,2020-06-24 12:57:47.596374,177.0,6.0,
Ethiopia,2020-06-24 12:57:47.596374,186.0,3.0,
Gabon,2020-06-24 12:57:47.596374,107.0,0.0,
Djibouti,2020-06-24 12:57:47.596374,13.0,3.0,
Venezuela,2020-06-24 12:57:47.596374,179.0,3.0,
Bulgaria,2020-06-24 12:57:47.596374,128.0,1.0,
Luxembourg,2020-06-24 12:57:47.596374,7.0,0.0,
Hungary,2020-06-24 12:57:47.596374,7.0,3.0,
Kyrgyzstan,2020-06-24 12:57:47.596374,207.0,1.0,
Bosnia and Herzegovina,2020-06-24 12:57:47.596374,88.0,1.0,
Mauritania,2020-06-24 12:57:47.596374,227.0,2.0,
Greece,2020-06-24 12:57:47.596374,8.0,0.0,
Thailand,2020-06-24 12:57:47.596374,1.0,0.0,
CAR,2020-06-24 12:57:47.596374,48.0,1.0,
Somalia,2020-06-24 12:57:47.596374,23.0,0.0,
French Guiana,2020-06-24 12:57:47.596374,234.0,1.0,
Costa Rica,2020-06-24 12:57:47.596374,147.0,0.0,
Mayotte,2020-06-24 12:57:47.596374,33.0,1.0,
Croatia,2020-06-24 12:57:47.596374,22.0,0.0,
Cuba,2020-06-24 12:57:47.596374,1.0,0.0,
Maldives,2020-06-24 12:57:47.596374,23.0,0.0,
Nicaragua,2020-06-24 12:57:47.596374,0.0,0.0,
Albania,2020-06-24 12:57:47.596374,67.0,2.0,
Mali,2020-06-24 12:57:47.596374,27.0,1.0,
Sri Lanka,2020-06-24 12:57:47.596374,10.0,0.0,
Estonia,2020-06-24 12:57:47.596374,1.0,0.0,
South Sudan,2020-06-24 12:57:47.596374,12.0,0.0,
Iceland,2020-06-24 12:57:47.596374,0.0,0.0,
Lithuania,2020-06-24 12:57:47.596374,1.0,1.0,
Madagascar,2020-06-24 12:57:47.596374,63.0,1.0,
Equatorial Guinea,2020-06-24 12:57:47.596374,0.0,0.0,
Lebanon,2020-06-24 12:57:47.596374,22.0,1.0,
Slovakia,2020-06-24 12:57:47.596374,18.0,0.0,
Guinea-Bissau,2020-06-24 12:57:47.596374,0.0,0.0,
Slovenia,2020-06-24 12:57:47.596374,7.0,0.0,
Paraguay,2020-06-24 12:57:47.596374,106.0,0.0,
New Zealand,2020-06-24 12:57:47.596374,1.0,0.0,
Zambia,2020-06-24 12:57:47.596374,12.0,0.0,
Sierra Leone,2020-06-24 12:57:47.596374,7.0,0.0,
Palestine,2020-06-24 12:57:47.596374,159.0,0.0,
Hong Kong,2020-06-24 12:57:47.596374,2.0,0.0,
Tunisia,2020-06-24 12:57:47.596374,1.0,0.0,
Latvia,2020-06-24 12:57:47.596374,0.0,0.0,
Congo,2020-06-24 12:57:47.596374,0.0,0.0,
Jordan,2020-06-24 12:57:47.596374,24.0,0.0,
Niger,2020-06-24 12:57:47.596374,0.0,0.0,
Yemen,2020-06-24 12:57:47.596374,23.0,13.0,
Cabo Verde,2020-06-24 12:57:47.596374,17.0,0.0,
Cyprus,2020-06-24 12:57:47.596374,1.0,0.0,
Malawi,2020-06-24 12:57:47.596374,138.0,0.0,
Burkina Faso,2020-06-24 12:57:47.596374,12.0,0.0,
Georgia,2020-06-24 12:57:47.596374,3.0,0.0,
Uruguay,2020-06-24 12:57:47.596374,17.0,1.0,
Benin,2020-06-24 12:57:47.596374,52.0,0.0,
Chad,2020-06-24 12:57:47.596374,0.0,0.0,
Andorra,2020-06-24 12:57:47.596374,0.0,0.0,
Rwanda,2020-06-24 12:57:47.596374,32.0,0.0,
Uganda,2020-06-24 12:57:47.596374,8.0,0.0,
Mozambique,2020-06-24 12:57:47.596374,5.0,0.0,
Diamond Princess,2020-06-24 12:57:47.596374,0.0,0.0,
Sao Tome and Principe,2020-06-24 12:57:47.596374,3.0,1.0,
San Marino,2020-06-24 12:57:47.596374,0.0,0.0,
Eswatini,2020-06-24 12:57:47.596374,16.0,0.0,
Libya,2020-06-24 12:57:47.596374,31.0,1.0,
Jamaica,2020-06-24 12:57:47.596374,5.0,0.0,
Malta,2020-06-24 12:57:47.596374,0.0,0.0,
Liberia,2020-06-24 12:57:47.596374,10.0,0.0,
Togo,2020-06-24 12:57:47.596374,7.0,1.0,
Channel Islands,2020-06-24 12:57:47.596374,1.0,0.0,
Zimbabwe,2020-06-24 12:57:47.596374,5.0,0.0,
Tanzania,2020-06-24 12:57:47.596374,0.0,0.0,
Réunion,2020-06-24 12:57:47.596374,1.0,0.0,
Taiwan,2020-06-24 12:57:47.596374,0.0,0.0,
Montenegro,2020-06-24 12:57:47.596374,11.0,0.0,
Suriname,2020-06-24 12:57:47.596374,38.0,0.0,
Vietnam,2020-06-24 12:57:47.596374,3.0,0.0,
Mauritius,2020-06-24 12:57:47.596374,1.0,0.0,
Isle of Man,2020-06-24 12:57:47.596374,0.0,0.0,
Myanmar,2020-06-24 12:57:47.596374,1.0,0.0,
Comoros,2020-06-24 12:57:47.596374,0.0,0.0,
Martinique,2020-06-24 12:57:47.596374,0.0,0.0,
Syria,2020-06-24 12:57:47.596374,0.0,0.0,
Mongolia,2020-06-24 12:57:47.596374,0.0,0.0,
Guyana,2020-06-24 12:57:47.596374,3.0,0.0,
Angola,2020-06-24 12:57:47.596374,8.0,0.0,
Cayman Islands,2020-06-24 12:57:47.596374,1.0,0.0,
Faeroe Islands,2020-06-24 12:57:47.596374,0.0,0.0,
Gibraltar,2020-06-24 12:57:47.596374,0.0,0.0,
Guadeloupe,2020-06-24 12:57:47.596374,0.0,0.0,
Bermuda,2020-06-24 12:57:47.596374,0.0,0.0,
Burundi,2020-06-24 12:57:47.596374,0.0,0.0,
Eritrea,2020-06-24 12:57:47.596374,1.0,0.0,
Brunei,2020-06-24 12:57:47.596374,0.0,0.0,
Cambodia,2020-06-24 12:57:47.596374,0.0,0.0,
Trinidad and Tobago,2020-06-24 12:57:47.596374,0.0,0.0,
Bahamas,2020-06-24 12:57:47.596374,0.0,0.0,
Monaco,2020-06-24 12:57:47.596374,1.0,0.0,
Aruba,2020-06-24 12:57:47.596374,0.0,0.0,
Barbados,2020-06-24 12:57:47.596374,0.0,0.0,
Botswana,2020-06-24 12:57:47.596374,3.0,0.0,
Liechtenstein,2020-06-24 12:57:47.596374,0.0,0.0,
Sint Maarten,2020-06-24 12:57:47.596374,0.0,0.0,
Namibia,2020-06-24 12:57:47.596374,4.0,0.0,
Bhutan,2020-06-24 12:57:47.596374,1.0,0.0,
Antigua and Barbuda,2020-06-24 12:57:47.596374,39.0,0.0,
French Polynesia,2020-06-24 12:57:47.596374,0.0,0.0,
Macao,2020-06-24 12:57:47.596374,0.0,0.0,
Saint Martin,2020-06-24 12:57:47.596374,0.0,0.0,
Gambia,2020-06-24 12:57:47.596374,1.0,0.0,
St. Vincent Grenadines,2020-06-24 12:57:47.596374,0.0,0.0,
Timor-Leste,2020-06-24 12:57:47.596374,0.0,0.0,
Belize,2020-06-24 12:57:47.596374,0.0,0.0,
Curaçao,2020-06-24 12:57:47.596374,0.0,0.0,
Grenada,2020-06-24 12:57:47.596374,0.0,0.0,
New Caledonia,2020-06-24 12:57:47.596374,0.0,0.0,
Laos,2020-06-24 12:57:47.596374,0.0,0.0,
Saint Lucia,2020-06-24 12:57:47.596374,0.0,0.0,
Dominica,2020-06-24 12:57:47.596374,0.0,0.0,
Fiji,2020-06-24 12:57:47.596374,0.0,0.0,
Lesotho,2020-06-24 12:57:47.596374,0.0,0.0,
Saint Kitts and Nevis,2020-06-24 12:57:47.596374,0.0,0.0,
Turks and Caicos,2020-06-24 12:57:47.596374,0.0,0.0,
Falkland Islands,2020-06-24 12:57:47.596374,0.0,0.0,
Greenland,2020-06-24 12:57:47.596374,0.0,0.0,
Vatican City,2020-06-24 12:57:47.596374,0.0,0.0,
Montserrat,2020-06-24 12:57:47.596374,0.0,0.0,
Seychelles,2020-06-24 12:57:47.596374,0.0,0.0,
Western Sahara,2020-06-24 12:57:47.596374,0.0,0.0,
Papua New Guinea,2020-06-24 12:57:47.596374,1.0,0.0,
MS Zaandam,2020-06-24 12:57:47.596374,0.0,0.0,
British Virgin Islands,2020-06-24 12:57:47.596374,0.0,0.0,
Caribbean Netherlands,2020-06-24 12:57:47.596374,0.0,0.0,
St. Barth,2020-06-24 12:57:47.596374,0.0,0.0,
Anguilla,2020-06-24 12:57:47.596374,0.0,0.0,
Saint Pierre Miquelon,2020-06-24 12:57:47.596374,0.0,0.0,
China,2020-06-23 10:53:35.685675,22.0,0.0,
USA,2020-06-23 10:53:35.685675,36015.0,863.0,
Brazil,2020-06-23 10:53:35.685675,40131.0,1364.0,
Russia,2020-06-23 10:53:35.685675,7425.0,153.0,
India,2020-06-23 10:53:35.685675,15665.0,468.0,
UK,2020-06-23 10:53:35.685675,921.0,280.0,
Spain,2020-06-23 10:53:35.685675,248.0,1.0,
Peru,2020-06-23 10:53:35.685675,3363.0,181.0,
Chile,2020-06-23 10:53:35.685675,3804.0,3.0,
Italy,2020-06-23 10:53:35.685675,113.0,18.0,
Iran,2020-06-23 10:53:35.685675,2445.0,121.0,
Germany,2020-06-23 10:53:35.685675,659.0,17.0,
Turkey,2020-06-23 10:53:35.685675,1268.0,27.0,
Mexico,2020-06-23 10:53:35.685675,4577.0,759.0,
Pakistan,2020-06-23 10:53:35.685675,3946.0,105.0,
Saudi Arabia,2020-06-23 10:53:35.685675,3139.0,39.0,
France,2020-06-23 10:53:35.685675,517.0,57.0,
Bangladesh,2020-06-23 10:53:35.685675,3412.0,43.0,
South Africa,2020-06-23 10:53:35.685675,4518.0,111.0,
Canada,2020-06-23 10:53:35.685675,326.0,18.0,
Qatar,2020-06-23 10:53:35.685675,1176.0,0.0,
Colombia,2020-06-23 10:53:35.685675,2389.0,94.0,
Sweden,2020-06-23 10:53:35.685675,205.0,39.0,
Belgium,2020-06-23 10:53:35.685675,260.0,17.0,
Belarus,2020-06-23 10:53:35.685675,464.0,6.0,
Egypt,2020-06-23 10:53:35.685675,1332.0,87.0,
Ecuador,2020-06-23 10:53:35.685675,1003.0,51.0,
Netherlands,2020-06-23 10:53:35.685675,64.0,5.0,
Indonesia,2020-06-23 10:53:35.685675,1051.0,35.0,
Argentina,2020-06-23 10:53:35.685675,2272.0,35.0,
UAE,2020-06-23 10:53:35.685675,380.0,2.0,
Singapore,2020-06-23 10:53:35.685675,119.0,0.0,
Kuwait,2020-06-23 10:53:35.685675,742.0,4.0,
Portugal,2020-06-23 10:53:35.685675,345.0,6.0,
Ukraine,2020-06-23 10:53:35.685675,833.0,23.0,
Iraq,2020-06-23 10:53:35.685675,1826.0,84.0,
Poland,2020-06-23 10:53:35.685675,300.0,16.0,
Oman,2020-06-23 10:53:35.685675,1318.0,3.0,
Philippines,2020-06-23 10:53:35.685675,1143.0,9.0,
Switzerland,2020-06-23 10:53:35.685675,22.0,0.0,
Afghanistan,2020-06-23 10:53:35.685675,324.0,20.0,
Dominican Republic,2020-06-23 10:53:35.685675,566.0,6.0,
Panama,2020-06-23 10:53:35.685675,562.0,15.0,
Bolivia,2020-06-23 10:53:35.685675,1105.0,47.0,
Ireland,2020-06-23 10:53:35.685675,8.0,3.0,
Romania,2020-06-23 10:53:35.685675,214.0,16.0,
Bahrain,2020-06-23 10:53:35.685675,655.0,2.0,
Israel,2020-06-23 10:53:35.685675,430.0,1.0,
Nigeria,2020-06-23 10:53:35.685675,452.0,8.0,
Armenia,2020-06-23 10:53:35.685675,418.0,12.0,
Kazakhstan,2020-06-23 10:53:35.685675,499.0,7.0,
Japan,2020-06-23 10:53:35.685675,52.0,2.0,
Austria,2020-06-23 10:53:35.685675,28.0,3.0,
Moldova,2020-06-23 10:53:35.685675,351.0,10.0,
Ghana,2020-06-23 10:53:35.685675,414.0,10.0,
Guatemala,2020-06-23 10:53:35.685675,624.0,16.0,
Azerbaijan,2020-06-23 10:53:35.685675,508.0,6.0,
Honduras,2020-06-23 10:53:35.685675,584.0,32.0,
Serbia,2020-06-23 10:53:35.685675,102.0,1.0,
Denmark,2020-06-23 10:53:35.685675,34.0,1.0,
S. Korea,2020-06-23 10:53:35.685675,46.0,1.0,
Cameroon,2020-06-23 10:53:35.685675,229.0,5.0,
Algeria,2020-06-23 10:53:35.685675,156.0,9.0,
Czechia,2020-06-23 10:53:35.685675,127.0,3.0,
Morocco,2020-06-23 10:53:35.685675,172.0,0.0,
Nepal,2020-06-23 10:53:35.685675,538.0,1.0,
Sudan,2020-06-23 10:53:35.685675,191.0,15.0,
Norway,2020-06-23 10:53:35.685675,21.0,0.0,
Malaysia,2020-06-23 10:53:35.685675,3.0,0.0,
Ivory Coast,2020-06-23 10:53:35.685675,227.0,2.0,
Australia,2020-06-23 10:53:35.685675,18.0,0.0,
Finland,2020-06-23 10:53:35.685675,11.0,0.0,
Uzbekistan,2020-06-23 10:53:35.685675,201.0,0.0,
Senegal,2020-06-23 10:53:35.685675,64.0,3.0,
DRC,2020-06-23 10:53:35.685675,103.0,0.0,
Tajikistan,2020-06-23 10:53:35.685675,54.0,0.0,
North Macedonia,2020-06-23 10:53:35.685675,115.0,4.0,
Haiti,2020-06-23 10:53:35.685675,0.0,0.0,
Guinea,2020-06-23 10:53:35.685675,52.0,1.0,
El Salvador,2020-06-23 10:53:35.685675,165.0,6.0,
Kenya,2020-06-23 10:53:35.685675,155.0,3.0,
Gabon,2020-06-23 10:53:35.685675,110.0,0.0,
Ethiopia,2020-06-23 10:53:35.685675,185.0,0.0,
Djibouti,2020-06-23 10:53:35.685675,18.0,1.0,
Venezuela,2020-06-23 10:53:35.685675,139.0,0.0,
Luxembourg,2020-06-23 10:53:35.685675,12.0,0.0,
Bulgaria,2020-06-23 10:53:35.685675,130.0,1.0,
Hungary,2020-06-23 10:53:35.685675,5.0,1.0,
Bosnia and Herzegovina,2020-06-23 10:53:35.685675,63.0,1.0,
Kyrgyzstan,2020-06-23 10:53:35.685675,163.0,1.0,
Greece,2020-06-23 10:53:35.685675,15.0,0.0,
Mauritania,2020-06-23 10:53:35.685675,171.0,2.0,
Thailand,2020-06-23 10:53:35.685675,5.0,0.0,
CAR,2020-06-23 10:53:35.685675,88.0,7.0,
Somalia,2020-06-23 10:53:35.685675,0.0,0.0,
French Guiana,2020-06-23 10:53:35.685675,135.0,0.0,
Mayotte,2020-06-23 10:53:35.685675,0.0,0.0,
Costa Rica,2020-06-23 10:53:35.685675,91.0,0.0,
Croatia,2020-06-23 10:53:35.685675,30.0,0.0,
Cuba,2020-06-23 10:53:35.685675,3.0,0.0,
Maldives,2020-06-23 10:53:35.685675,21.0,0.0,
Nicaragua,2020-06-23 10:53:35.685675,347.0,10.0,
Albania,2020-06-23 10:53:35.685675,52.0,1.0,
Sri Lanka,2020-06-23 10:53:35.685675,40.0,0.0,
Estonia,2020-06-23 10:53:35.685675,1.0,0.0,
Mali,2020-06-23 10:53:35.685675,17.0,0.0,
South Sudan,2020-06-23 10:53:35.685675,14.0,1.0,
Iceland,2020-06-23 10:53:35.685675,1.0,0.0,
Lithuania,2020-06-23 10:53:35.685675,2.0,1.0,
Madagascar,2020-06-23 10:53:35.685675,84.0,0.0,
Equatorial Guinea,2020-06-23 10:53:35.685675,0.0,0.0,
Lebanon,2020-06-23 10:53:35.685675,19.0,0.0,
Slovakia,2020-06-23 10:53:35.685675,1.0,0.0,
Guinea-Bissau,2020-06-23 10:53:35.685675,0.0,0.0,
Slovenia,2020-06-23 10:53:35.685675,13.0,0.0,
New Zealand,2020-06-23 10:53:35.685675,2.0,0.0,
Zambia,2020-06-23 10:53:35.685675,47.0,7.0,
Paraguay,2020-06-23 10:53:35.685675,30.0,0.0,
Sierra Leone,2020-06-23 10:53:35.685675,7.0,0.0,
Hong Kong,2020-06-23 10:53:35.685675,16.0,1.0,
Palestine,2020-06-23 10:53:35.685675,168.0,0.0,
Tunisia,2020-06-23 10:53:35.685675,0.0,0.0,
Latvia,2020-06-23 10:53:35.685675,0.0,0.0,
Congo,2020-06-23 10:53:35.685675,0.0,0.0,
Niger,2020-06-23 10:53:35.685675,5.0,0.0,
Jordan,2020-06-23 10:53:35.685675,5.0,0.0,
Yemen,2020-06-23 10:53:35.685675,25.0,4.0,
Cyprus,2020-06-23 10:53:35.685675,2.0,0.0,
Cabo Verde,2020-06-23 10:53:35.685675,38.0,0.0,
Georgia,2020-06-23 10:53:35.685675,3.0,0.0,
Burkina Faso,2020-06-23 10:53:35.685675,4.0,0.0,
Uruguay,2020-06-23 10:53:35.685675,3.0,0.0,
Chad,2020-06-23 10:53:35.685675,2.0,0.0,
Andorra,2020-06-23 10:53:35.685675,0.0,0.0,
Benin,2020-06-23 10:53:35.685675,43.0,0.0,
Malawi,2020-06-23 10:53:35.685675,54.0,0.0,
Rwanda,2020-06-23 10:53:35.685675,11.0,0.0,
Uganda,2020-06-23 10:53:35.685675,23.0,0.0,
Mozambique,2020-06-23 10:53:35.685675,20.0,0.0,
Diamond Princess,2020-06-23 10:53:35.685675,0.0,0.0,
Sao Tome and Principe,2020-06-23 10:53:35.685675,5.0,0.0,
San Marino,2020-06-23 10:53:35.685675,1.0,0.0,
Eswatini,2020-06-23 10:53:35.685675,31.0,1.0,
Jamaica,2020-06-23 10:53:35.685675,6.0,0.0,
Malta,2020-06-23 10:53:35.685675,0.0,0.0,
Liberia,2020-06-23 10:53:35.685675,2.0,0.0,
Libya,2020-06-23 10:53:35.685675,44.0,7.0,
Togo,2020-06-23 10:53:35.685675,7.0,0.0,
Channel Islands,2020-06-23 10:53:35.685675,0.0,0.0,
Zimbabwe,2020-06-23 10:53:35.685675,13.0,0.0,
Tanzania,2020-06-23 10:53:35.685675,0.0,0.0,
Réunion,2020-06-23 10:53:35.685675,0.0,0.0,
Taiwan,2020-06-23 10:53:35.685675,0.0,0.0,
Montenegro,2020-06-23 10:53:35.685675,11.0,0.0,
Vietnam,2020-06-23 10:53:35.685675,0.0,0.0,
Mauritius,2020-06-23 10:53:35.685675,0.0,0.0,
Isle of Man,2020-06-23 10:53:35.685675,0.0,0.0,
Suriname,2020-06-23 10:53:35.685675,0.0,1.0,
Myanmar,2020-06-23 10:53:35.685675,2.0,0.0,
Comoros,2020-06-23 10:53:35.685675,18.0,2.0,
Martinique,2020-06-23 10:53:35.685675,0.0,0.0,
Syria,2020-06-23 10:53:35.685675,12.0,0.0,
Mongolia,2020-06-23 10:53:35.685675,2.0,0.0,
Guyana,2020-06-23 10:53:35.685675,1.0,0.0,
Cayman Islands,2020-06-23 10:53:35.685675,0.0,0.0,
Angola,2020-06-23 10:53:35.685675,3.0,0.0,
Faeroe Islands,2020-06-23 10:53:35.685675,0.0,0.0,
Gibraltar,2020-06-23 10:53:35.685675,0.0,0.0,
Guadeloupe,2020-06-23 10:53:35.685675,0.0,0.0,
Bermuda,2020-06-23 10:53:35.685675,0.0,0.0,
Burundi,2020-06-23 10:53:35.685675,0.0,0.0,
Eritrea,2020-06-23 10:53:35.685675,0.0,0.0,
Brunei,2020-06-23 10:53:35.685675,0.0,0.0,
Cambodia,2020-06-23 10:53:35.685675,1.0,0.0,
Trinidad and Tobago,2020-06-23 10:53:35.685675,0.0,0.0,
Bahamas,2020-06-23 10:53:35.685675,0.0,0.0,
Monaco,2020-06-23 10:53:35.685675,0.0,0.0,
Aruba,2020-06-23 10:53:35.685675,0.0,0.0,
Barbados,2020-06-23 10:53:35.685675,0.0,0.0,
Botswana,2020-06-23 10:53:35.685675,0.0,0.0,
Liechtenstein,2020-06-23 10:53:35.685675,0.0,0.0,
Sint Maarten,2020-06-23 10:53:35.685675,0.0,0.0,
Namibia,2020-06-23 10:53:35.685675,9.0,0.0,
Bhutan,2020-06-23 10:53:35.685675,1.0,0.0,
French Polynesia,2020-06-23 10:53:35.685675,0.0,0.0,
Macao,2020-06-23 10:53:35.685675,0.0,0.0,
Saint Martin,2020-06-23 10:53:35.685675,0.0,0.0,
Gambia,2020-06-23 10:53:35.685675,0.0,0.0,
St. Vincent Grenadines,2020-06-23 10:53:35.685675,0.0,0.0,
Antigua and Barbuda,2020-06-23 10:53:35.685675,0.0,0.0,
Timor-Leste,2020-06-23 10:53:35.685675,0.0,0.0,
Belize,2020-06-23 10:53:35.685675,1.0,0.0,
Curaçao,2020-06-23 10:53:35.685675,0.0,0.0,
Grenada,2020-06-23 10:53:35.685675,0.0,0.0,
New Caledonia,2020-06-23 10:53:35.685675,0.0,0.0,
Laos,2020-06-23 10:53:35.685675,0.0,0.0,
Saint Lucia,2020-06-23 10:53:35.685675,0.0,0.0,
Dominica,2020-06-23 10:53:35.685675,0.0,0.0,
Fiji,2020-06-23 10:53:35.685675,0.0,0.0,
Lesotho,2020-06-23 10:53:35.685675,5.0,0.0,
Saint Kitts and Nevis,2020-06-23 10:53:35.685675,0.0,0.0,
Turks and Caicos,2020-06-23 10:53:35.685675,0.0,0.0,
Falkland Islands,2020-06-23 10:53:35.685675,0.0,0.0,
Greenland,2020-06-23 10:53:35.685675,0.0,0.0,
Vatican City,2020-06-23 10:53:35.685675,0.0,0.0,
Montserrat,2020-06-23 10:53:35.685675,0.0,0.0,
Seychelles,2020-06-23 10:53:35.685675,0.0,0.0,
Western Sahara,2020-06-23 10:53:35.685675,0.0,0.0,
MS Zaandam,2020-06-23 10:53:35.685675,0.0,0.0,
Papua New Guinea,2020-06-23 10:53:35.685675,0.0,0.0,
British Virgin Islands,2020-06-23 10:53:35.685675,0.0,0.0,
Caribbean Netherlands,2020-06-23 10:53:35.685675,0.0,0.0,
St. Barth,2020-06-23 10:53:35.685675,0.0,0.0,
Anguilla,2020-06-23 10:53:35.685675,0.0,0.0,
Saint Pierre Miquelon,2020-06-23 10:53:35.685675,0.0,0.0,
China,2020-06-22 12:56:08.577999,18.0,0.0,
USA,2020-06-22 12:56:08.577999,31496.0,363.0,
Brazil,2020-06-22 12:56:08.577999,24358.0,748.0,
Russia,2020-06-22 12:56:08.577999,7600.0,95.0,
India,2020-06-22 12:56:08.577999,13540.0,312.0,
UK,2020-06-22 12:56:08.577999,958.0,15.0,
Spain,2020-06-22 12:56:08.577999,232.0,1.0,
Peru,2020-06-22 12:56:08.577999,2511.0,178.0,
Chile,2020-06-22 12:56:08.577999,4608.0,23.0,
Italy,2020-06-22 12:56:08.577999,221.0,23.0,
Iran,2020-06-22 12:56:08.577999,2573.0,119.0,
Germany,2020-06-22 12:56:08.577999,544.0,7.0,
Turkey,2020-06-22 12:56:08.577999,1212.0,24.0,
Pakistan,2020-06-22 12:56:08.577999,4471.0,89.0,
Mexico,2020-06-22 12:56:08.577999,5343.0,1044.0,
Saudi Arabia,2020-06-22 12:56:08.577999,3393.0,40.0,
France,2020-06-22 12:56:08.577999,373.0,23.0,
Bangladesh,2020-06-22 12:56:08.577999,3480.0,38.0,
Canada,2020-06-22 12:56:08.577999,300.0,6.0,
South Africa,2020-06-22 12:56:08.577999,4288.0,61.0,
Qatar,2020-06-22 12:56:08.577999,1034.0,1.0,
